,상품명,url,가격,성별,대분류 이름,중분류 이름,대분류 번호,중분류 번호
186,[쿨탠다드] 쿨링 딥 턱 와이드 밴딩 팬츠 [블랙],https://www.musinsa.com/app/goods/3153802,43900,"
남
",바지,슈트팬츠/슬랙스,003,003008
187,라이트웨이트 베이식 블레이저 [네이비],https://www.musinsa.com/app/goods/1312177,79900,"
남
",아우터,슈트/블레이저재킷,002,002003
188,폰테 크루 넥 긴팔 티셔츠  [더스티 크림],https://www.musinsa.com/app/goods/1383415,24900,"
남
",상의,긴소매티셔츠,001,001010
189,라이트웨이트 크루 삭스 7팩 [블랙],https://www.musinsa.com/app/goods/991340,19900,"
남
여
",양말/레그웨어,양말,008,008001
190,릴렉스 핏 크루 넥 반팔 티셔츠 [스모크 핑크],https://www.musinsa.com/app/goods/996181,15900,"
남
",상의,반소매티셔츠,001,001001
191,유틸리티 쇼츠 [베이지],https://www.musinsa.com/app/goods/763137,23900,"
남
",바지,숏팬츠,003,003009
192,실크 솔리드 타이 [네이비],https://www.musinsa.com/app/goods/1010296,23900,"
남
",액세서리,넥타이,011,011009
193,베이식 긴팔 티셔츠 [다크 베이지],https://www.musinsa.com/app/goods/1144994,18900,"
남
",상의,긴소매티셔츠,001,001010
194,누벅 레더 벨트,https://www.musinsa.com/app/goods/1031295,33900,"
남
",액세서리,벨트,011,011007
195,[힛탠다드] 맨즈 터틀 넥 티셔츠_이너 웨어 [블랙],https://www.musinsa.com/app/goods/1595683,13900,"
남
",속옷,홈웨어,026,026005
196,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 브라운],https://www.musinsa.com/app/goods/1231418,39900,"
남
",바지,슈트팬츠/슬랙스,003,003008
197,[논슬립 패드 5SET 증정] 무신사 스탠다드 상의용 옷걸...,https://www.musinsa.com/app/goods/1136908,15900,"
남
여
",리빙,생활용품,058,058007
198,리버서블 레더 벨트,https://www.musinsa.com/app/goods/1031296,39900,"
남
",액세서리,벨트,011,011007
199,에센셜 헤드밴드 2팩 [블랙/블랙],https://www.musinsa.com/app/goods/1511197,15900,"
남
여
",스포츠/용품,스포츠잡화,017,017026
200,슬림 크롭 데님 팬츠 [미디엄 인디고],https://www.musinsa.com/app/goods/1321880,49900,"
남
",바지,데님팬츠,003,003002
201,릴렉스 핏 크루 넥 포켓 반팔 티셔츠 [화이트],https://www.musinsa.com/app/goods/996507,16900,"
남
",상의,반소매티셔츠,001,001001
202,우먼즈 리브드 슬림 터틀 넥 니트 [블랙],https://www.musinsa.com/app/goods/1595551,35900,"
여
",상의,니트/스웨터,001,001006
203,릴렉스드 미니멀 재킷 [라이트 베이지],https://www.musinsa.com/app/goods/1250138,89900,"
남
",아우터,블루종/MA-1,002,002001
204,기모 스웨트셔츠 [블랙],https://www.musinsa.com/app/goods/1629060,33900,"
남
",상의,맨투맨/스웨트셔츠,001,001005
205,크루 넥 긴팔 티셔츠 [다크 베이지],https://www.musinsa.com/app/goods/996240,19900,"
남
",상의,긴소매티셔츠,001,001010
206,크루 삭스 7팩 [블랙],https://www.musinsa.com/app/goods/746159,22900,"
남
여
",양말/레그웨어,양말,008,008001
207,빅 대디 오버사이즈 블레이저 [블랙],https://www.musinsa.com/app/goods/2375909,89900,"
남
",아우터,슈트/블레이저재킷,002,002003
208,릴렉스드 베이식 블레이저 [미디엄 그레이],https://www.musinsa.com/app/goods/1558683,81900,"
남
",아우터,슈트/블레이저재킷,002,002003
209,스트레이트 데님 팬츠 [블랙],https://www.musinsa.com/app/goods/2391746,49900,"
남
",바지,데님팬츠,003,003002
210,플리츠 와이드 밴딩 팬츠 [블랙],https://www.musinsa.com/app/goods/1901159,37900,"
남
",바지,트레이닝/조거팬츠,003,003004
211,릴렉스 핏 크루 넥 반팔 티셔츠 2팩,https://www.musinsa.com/app/goods/2034137,31800,"
남
",상의,반소매티셔츠,001,001001
212,우먼즈 플루이드 와이드 슬랙스 [블랙],https://www.musinsa.com/app/goods/1348107,41900,"
여
",바지,슈트팬츠/슬랙스,003,003008
213,미니멀 가디건 [블랙],https://www.musinsa.com/app/goods/2100438,79900,"
남
",아우터,카디건,002,002020
214,베이식 블레이저 [라이트 베이지],https://www.musinsa.com/app/goods/1895234,79900,"
남
",아우터,슈트/블레이저재킷,002,002003
215,세미 와이드 히든 밴딩 슬랙스 [다크 브라운],https://www.musinsa.com/app/goods/1449354,39900,"
남
",바지,슈트팬츠/슬랙스,003,003008
216,릴렉스 핏 실키 셔츠 [다크 네이비],https://www.musinsa.com/app/goods/983824,29900,"
남
",상의,셔츠/블라우스,001,001002
217,릴렉스 핏 피케 폴로 셔츠 [블랙],https://www.musinsa.com/app/goods/1387972,32900,"
남
",상의,피케/카라티셔츠,001,001003
218,세미 와이드 히든 밴딩 슬랙스 [크림],https://www.musinsa.com/app/goods/1239614,39900,"
남
",바지,슈트팬츠/슬랙스,003,003008
219,오버사이즈 블레이저 [블랙],https://www.musinsa.com/app/goods/1283757,83900,"
남
",아우터,슈트/블레이저재킷,002,002003
220,우먼즈 플랫 테리 와이드 라운지 스웨트 팬츠 [다크 그레이...,https://www.musinsa.com/app/goods/1815000,33900,"
여
",바지,트레이닝/조거팬츠,003,003004
221,라운지 스웨트 팬츠 [오트밀],https://www.musinsa.com/app/goods/1212779,31900,"
남
",바지,트레이닝/조거팬츠,003,003004
222,오버사이즈 크루 넥 반팔 티셔츠 [화이트],https://www.musinsa.com/app/goods/1382610,18900,"
남
",상의,반소매티셔츠,001,001001
223,[쿨탠다드] 베이식 크루 넥 반팔 티셔츠 [블랙],https://www.musinsa.com/app/goods/2341450,17900,"
남
",상의,반소매티셔츠,001,001001
224,슈퍼 와이드 히든 밴딩 슬랙스[더스티 베이지],https://www.musinsa.com/app/goods/1575842,47900,"
남
",바지,슈트팬츠/슬랙스,003,003008
225,글렌 체크 베이식 블레이저 [미디엄 그레이],https://www.musinsa.com/app/goods/1292227,85900,"
남
",아우터,슈트/블레이저재킷,002,002003
226,[깡스타일리스트 컬래버] 와이드 스퀘어 더비 슈즈 [블랙]...,https://www.musinsa.com/app/goods/2816812,119900,"
남
여
",신발,구두,005,005014
227,와이드 코듀로이 팬츠 [브라운],https://www.musinsa.com/app/goods/1176331,47900,"
남
",바지,코튼팬츠,003,003007
228,UV 차단 자동 장우산 [네이비],https://www.musinsa.com/app/goods/793814,19900,"
남
여
",리빙,생활용품,058,058007
229,베이식 크루 넥 반팔 티셔츠 [화이트],https://www.musinsa.com/app/goods/996497,13900,"
남
",상의,반소매티셔츠,001,001001
230,와이드 코듀로이 팬츠 [블랙],https://www.musinsa.com/app/goods/1176326,47900,"
남
",바지,코튼팬츠,003,003007
231,우먼즈 플랫 테리 와이드 라운지 스웨트 팬츠 [멜란지 라이...,https://www.musinsa.com/app/goods/1805124,33900,"
여
",바지,트레이닝/조거팬츠,003,003004
232,[쿨탠다드] 쿨링 와이드 이지 팬츠 [블랙],https://www.musinsa.com/app/goods/2402843,39900,"
남
",바지,트레이닝/조거팬츠,003,003004
233,코튼 풋 커버 5팩 [블랙],https://www.musinsa.com/app/goods/1392773,19900,"
남
여
",양말/레그웨어,양말,008,008001
234,레귤러 핏 데님 팬츠 [크림],https://www.musinsa.com/app/goods/1322222,49900,"
남
",바지,데님팬츠,003,003002
235,스웨트셔츠 [화이트],https://www.musinsa.com/app/goods/1209633,29900,"
남
",상의,맨투맨/스웨트셔츠,001,001005
236,오픈 칼라 쇼트 슬리브 셔츠 [블랙],https://www.musinsa.com/app/goods/1063856,31900,"
남
",상의,셔츠/블라우스,001,001002
237,[힛탠다드 이벤트] [힛탠다드] 맨즈 크루 넥 티셔츠_이너...,https://www.musinsa.com/app/goods/1639241,13900,"
남
",속옷,홈웨어,026,026005
238,베이식 코튼 버킷 햇 [블랙],https://www.musinsa.com/app/goods/1225219,21900,"
남
",모자,버킷/사파리햇,007,007004
239,폰테 릴렉스 핏 크루 넥 반팔 티셔츠 [화이트],https://www.musinsa.com/app/goods/1446291,21900,"
남
",상의,반소매티셔츠,001,001001
240,와이드 치노 팬츠 [블랙],https://www.musinsa.com/app/goods/1115284,43900,"
남
",바지,코튼팬츠,003,003007
241,복서 핏 스웨트 쇼츠 [멜란지 그레이],https://www.musinsa.com/app/goods/2402805,29900,"
남
",바지,숏팬츠,003,003009
242,슬릿 넥 피케 폴로 셔츠 [머쉬룸],https://www.musinsa.com/app/goods/1387529,29900,"
남
",상의,피케/카라티셔츠,001,001003
243,릴렉스 핏 옥스포드 셔츠 [네이비],https://www.musinsa.com/app/goods/1023788,33900,"
남
",상의,셔츠/블라우스,001,001002
244,유틸리티 쇼츠 [카키],https://www.musinsa.com/app/goods/763136,23900,"
남
",바지,숏팬츠,003,003009
245,레이어드 크루 넥 반팔 티셔츠_일반 기장 [블랙],https://www.musinsa.com/app/goods/2086654,21900,"
남
여
",상의,반소매티셔츠,001,001001
246,코듀라 사코슈 [블랙],https://www.musinsa.com/app/goods/937527,16900,"
남
",가방,메신저/크로스백,004,004002
247,라이트웨이트 히든 밴딩 하프 슬랙스 [블랙],https://www.musinsa.com/app/goods/1388460,33900,"
남
",바지,슈트팬츠/슬랙스,003,003008
248,세미 와이드 히든 밴딩 슬랙스 [미디엄 그레이],https://www.musinsa.com/app/goods/1224095,39900,"
남
",바지,슈트팬츠/슬랙스,003,003008
249,캐시미어 100 머플러 [블랙],https://www.musinsa.com/app/goods/864555,69900,"
남
여
",액세서리,머플러,011,011010
250,나일론 이지 쇼츠_7.5인치 [다크 그레이],https://www.musinsa.com/app/goods/1034124,29900,"
남
",바지,숏팬츠,003,003009
251,[쿨탠다드] 슬림 크롭 데님 팬츠 [라이트 인디고],https://www.musinsa.com/app/goods/1357812,51900,"
남
",바지,데님팬츠,003,003002
252,우먼즈 기모 스웨트 팬츠 [미디엄 그레이],https://www.musinsa.com/app/goods/2126166,37900,"
여
",바지,트레이닝/조거팬츠,003,003004
253,라이트웨이트 미들 삭스 7팩 [모노],https://www.musinsa.com/app/goods/1094750,19900,"
남
여
",양말/레그웨어,양말,008,008001
254,우먼즈 텐셀 슬림 터틀 넥 티셔츠 [크림],https://www.musinsa.com/app/goods/1639444,19900,"
여
",상의,긴소매티셔츠,001,001010
255,베이식 긴팔 티셔츠 [아보카도],https://www.musinsa.com/app/goods/1145013,18900,"
남
",상의,긴소매티셔츠,001,001010
256,[쿨탠다드] 우먼즈 베이식 크루 넥 반팔 티셔츠 [블랙],https://www.musinsa.com/app/goods/1932038,17900,"
여
",상의,반소매티셔츠,001,001001
257,미니멀 크루 넥 니트 [아보카도],https://www.musinsa.com/app/goods/1628940,69900,"
남
",상의,니트/스웨터,001,001006
258,유틸리티 쇼츠 [블랙],https://www.musinsa.com/app/goods/763134,23900,"
남
",바지,숏팬츠,003,003009
259,우먼즈 헤비웨이트 속기모 와이드 히든 밴딩 슬랙스 [블랙]...,https://www.musinsa.com/app/goods/2117272,47900,"
여
",바지,슈트팬츠/슬랙스,003,003008
260,리얼 와이드 히든 밴딩 슬랙스 [미디엄 그레이],https://www.musinsa.com/app/goods/1669806,17900,"
남
여
",바지,슈트팬츠/슬랙스,003,003008
261,스포츠 삭스 7팩 [블랙],https://www.musinsa.com/app/goods/746155,43900,"
남
",스포츠/용품,스포츠잡화,017,017026
262,후디드 스웨트 집업 [블랙],https://www.musinsa.com/app/goods/947087,43900,"
남
",아우터,후드집업,002,002022
263,스케이트 삭스 7팩 [화이트/블랙],https://www.musinsa.com/app/goods/1094834,23900,"
남
여
",양말/레그웨어,양말,008,008001
264,릴렉스 핏 실키 셔츠 [라이트 그레이],https://www.musinsa.com/app/goods/1201036,29900,"
남
",상의,셔츠/블라우스,001,001002
265,라이트웨이트 미들 삭스 7팩 [화이트],https://www.musinsa.com/app/goods/1094748,19900,"
남
여
",양말/레그웨어,양말,008,008001
266,[쿨탠다드] 릴렉스드 테이퍼드 히든 밴딩 크롭 슬랙스 [라...,https://www.musinsa.com/app/goods/2477841,39900,"
남
",바지,슈트팬츠/슬랙스,003,003008
267,우먼즈 와이드 히든 밴딩 슬랙스 [블랙],https://www.musinsa.com/app/goods/1596414,41900,"
여
",바지,슈트팬츠/슬랙스,003,003008
268,린넨 라이크 와이드 데님 팬츠 [딥 인디고],https://www.musinsa.com/app/goods/3051673,49900,"
남
",바지,데님팬츠,003,003002
269,헤비웨이트 릴렉스드 크루 넥 긴팔 티셔츠 [블랙],https://www.musinsa.com/app/goods/1841331,26900,"
남
",상의,긴소매티셔츠,001,001010
270,슈퍼 와이드 히든 밴딩 슬랙스[블랙],https://www.musinsa.com/app/goods/1575838,47900,"
남
",바지,슈트팬츠/슬랙스,003,003008
271,와이드 히든 밴딩 슬랙스 [브라운],https://www.musinsa.com/app/goods/1675530,41900,"
남
",바지,슈트팬츠/슬랙스,003,003008
272,릴렉스드 데님 트러커 재킷 [미디엄 인디고],https://www.musinsa.com/app/goods/1337095,69900,"
남
",아우터,트러커재킷,002,002017
273,라운지 스웨트 팬츠 [블랙],https://www.musinsa.com/app/goods/1212776,31900,"
남
",바지,트레이닝/조거팬츠,003,003004
274,우먼즈 기모 스웨트 팬츠 [블랙],https://www.musinsa.com/app/goods/2126165,37900,"
여
",바지,트레이닝/조거팬츠,003,003004
275,레이어드 슬리브리스 탑_일반 기장 [화이트],https://www.musinsa.com/app/goods/2086660,14900,"
남
",상의,민소매티셔츠,001,001011
276,베이식 크루 넥 반팔 티셔츠 [오트밀],https://www.musinsa.com/app/goods/996499,13900,"
남
",상의,반소매티셔츠,001,001001
277,와이드 데님 팬츠 [스카이 블루],https://www.musinsa.com/app/goods/2208664,49900,"
남
",바지,데님팬츠,003,003002
278,라이트웨이트 리얼 와이드 히든 밴딩 슬랙스 [블랙],https://www.musinsa.com/app/goods/1312127,43900,"
남
",바지,슈트팬츠/슬랙스,003,003008
279,우먼즈 릴렉스 핏 크루 넥 반팔 티셔츠 [블랙],https://www.musinsa.com/app/goods/1417708,15900,"
여
",상의,반소매티셔츠,001,001001
280,코튼 이지 쇼츠 [카키],https://www.musinsa.com/app/goods/1017887,31900,"
남
",바지,숏팬츠,003,003009
281,폰테 크루 넥 긴팔 티셔츠 [오프 화이트],https://www.musinsa.com/app/goods/1190264,24900,"
남
",상의,긴소매티셔츠,001,001010
282,[힛탠다드] 플러스 맨즈 크루 넥 티셔츠_이너 웨어 [블랙...,https://www.musinsa.com/app/goods/1629115,18900,"
남
",속옷,홈웨어,026,026005
283,릴렉스드 미니멀 재킷 [블랙],https://www.musinsa.com/app/goods/1115297,89900,"
남
",아우터,블루종/MA-1,002,002001
284,테이퍼드 히든 밴딩 크롭 슬랙스 [차콜 그레이],https://www.musinsa.com/app/goods/1216294,39900,"
남
",바지,슈트팬츠/슬랙스,003,003008
285,[쿨탠다드] 테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 그레...,https://www.musinsa.com/app/goods/2371964,39900,"
남
",바지,슈트팬츠/슬랙스,003,003008
286,스웨트셔츠 [다크 브라운],https://www.musinsa.com/app/goods/1209637,29900,"
남
",상의,맨투맨/스웨트셔츠,001,001005
287,릴렉스 핏 크루 넥 반팔 티셔츠 [블루],https://www.musinsa.com/app/goods/996187,15900,"
남
",상의,반소매티셔츠,001,001001
288,오버사이즈 크루 넥 반팔 티셔츠 [블랙],https://www.musinsa.com/app/goods/1382609,18900,"
남
",상의,반소매티셔츠,001,001001
289,[쿨탠다드] 쿨 풋 커버 5팩 [베이지],https://www.musinsa.com/app/goods/1062062,19900,"
남
여
",양말/레그웨어,양말,008,008001
290,[힛탠다드 이벤트] [힛탠다드] 우먼즈 타이즈_이너 웨어 ...,https://www.musinsa.com/app/goods/1639242,13900,"
여
",속옷,홈웨어,026,026005
291,퀵 릴리즈 웨빙 벨트,https://www.musinsa.com/app/goods/1225000,15900,"
남
",액세서리,벨트,011,011007
292,레이어드 크루 넥 긴팔 티셔츠_긴 기장 2팩,https://www.musinsa.com/app/goods/2155926,39800,"
남
",상의,긴소매티셔츠,001,001010
293,치노 쇼츠 [블랙],https://www.musinsa.com/app/goods/1009466,35900,"
남
",바지,숏팬츠,003,003009
294,기모 스웨트 팬츠 [블랙],https://www.musinsa.com/app/goods/1629081,37900,"
남
",바지,트레이닝/조거팬츠,003,003004
295,플레인 첼시 부츠 [블랙],https://www.musinsa.com/app/goods/2101922,119900,"
남
여
",신발,부츠,005,005011
296,와이드 히든 밴딩 슬랙스 [라이트 그레이],https://www.musinsa.com/app/goods/1303071,41900,"
남
",바지,슈트팬츠/슬랙스,003,003008
297,베이식 긴팔 티셔츠 [다크 그레이],https://www.musinsa.com/app/goods/1144991,18900,"
남
",상의,긴소매티셔츠,001,001010
298,우먼즈 베이식 크루 넥 반팔 티셔츠 [화이트],https://www.musinsa.com/app/goods/1417691,13900,"
여
",상의,반소매티셔츠,001,001001
299,레이어드 슬리브리스 탑_긴 기장 [화이트],https://www.musinsa.com/app/goods/1382694,14900,"
남
",상의,민소매티셔츠,001,001011
300,[프리미엄] KIPAS 스트레이트 데님 팬츠 [라이트 인디...,https://www.musinsa.com/app/goods/2028334,79900,"
남
",바지,데님팬츠,003,003002
301,릴렉스 핏 크루 넥 반팔 티셔츠 2 [화이트],https://www.musinsa.com/app/goods/2474511,15900,"
남
",상의,반소매티셔츠,001,001001
302,오버사이즈 옥스포드 반팔 셔츠 [화이트],https://www.musinsa.com/app/goods/2312245,33900,"
남
",상의,셔츠/블라우스,001,001002
303,릴렉스 핏 옥스포드 셔츠 [블랙],https://www.musinsa.com/app/goods/1023790,33900,"
남
",상의,셔츠/블라우스,001,001002
